FECHA,MS1,MS2,MS3,MS4,MS1n,MS2n,MS3n
2021-01-29 00:00:00,624,735,736,253,413,660,408
2021-01-30 00:00:00,0,0,0,0,0,0,0
2021-01-31 00:00:00,0,0,0,0,0,0,0
2021-02-01 00:00:00,329,480,420,30,553,480,549
2021-02-02 00:00:00,502,565,831,212,584,853,1003
2021-02-03 00:00:00,498,330,291,553,632,200,446
2021-02-04 00:00:00,414,0,274,0,439,403,489
2021-02-05 00:00:00,433,0,176,0,330,326,190
2021-02-06 00:00:00,0,0,0,0,0,0,0
2021-02-07 00:00:00,0,0,0,0,0,0,0
2021-02-08 00:00:00,558,702,557,986,689,818,564
2021-02-09 00:00:00,1020,472,342,510,730,848,405
2021-02-10 00:00:00,470,536,518,1018,531,868,537
2021-02-11 00:00:00,502,614,300,686,472,995,421
2021-02-12 00:00:00,407,958,311,934,400,509,657
2021-02-13 00:00:00,375,318,250,753,0,0,0
2021-02-14 00:00:00,0,0,0,0,0,0,0
2021-02-15 00:00:00,0,0,0,0,0,0,0
2021-02-16 00:00:00,0,0,0,0,0,0,0
2021-02-17 00:00:00,338,508,591,927,636,580,574
2021-02-18 00:00:00,964,1084,480,675,973,936,502
2021-02-19 00:00:00,820,1140,384,1984,950,774,306
2021-02-20 00:00:00,1000,892,462,852,0,0,0
2021-02-21 00:00:00,0,0,0,0,640,175,330
2021-02-22 00:00:00,880,1206,674,798,1080,954,692
2021-02-23 00:00:00,788,1074,469,1528,665,923,426
2021-02-24 00:00:00,782,841,445,958,550,973,417
2021-02-25 00:00:00,755,1140,578,735,605,1080,972
2021-02-26 00:00:00,982,1082,716,1624,966,482,633
2021-02-27 00:00:00,425,329,727,717,0,0,0
2021-02-28 00:00:00,0,0,0,0,224,880,325
2021-03-01 00:00:00,496,898,1049,787,670,650,778
2021-03-02 00:00:00,674,565,306,752,851,1085,893
2021-03-03 00:00:00,832,1015,958,757,809,745,891
2021-03-04 00:00:00,808,441,529,604,818,527,999
2021-03-05 00:00:00,469,852,520,820,605,1008,0
2021-03-06 00:00:00,481,802,0,1440,0,0,0
2021-03-07 00:00:00,0,0,0,0,505,767,0
2021-03-08 00:00:00,855,752,0,994,489,758,0
2021-03-09 00:00:00,755,1220,0,771,573,799,0
2021-03-10 00:00:00,600,489,457,1221,519,517,491
2021-03-11 00:00:00,538,467,806,865,694,851,994
2021-03-12 00:00:00,1040,1142,1004,692,1166,1071,962
2021-03-13 00:00:00,726,705,937,769,0,0,0
2021-03-14 00:00:00,0,0,0,0,0,0,0
2021-03-15 00:00:00,433,1096,1068,839,469,1056,416
2021-03-16 00:00:00,485,1096,75,1126,860,1020,130
2021-03-17 00:00:00,1075,1066,596,757,777,1078,950
2021-03-18 00:00:00,561,803,740,722,500,942,573
2021-03-19 00:00:00,607,776,401,1054,504,890,594
2021-03-20 00:00:00,0,0,0,0,0,0,0
2021-03-21 00:00:00,0,0,0,0,0,0,0
2021-03-22 00:00:00,471,738,511,535,770,756,497
2021-03-23 00:00:00,1056,1036,463,662,875,1085,599
2021-03-24 00:00:00,0,0,0,0,0,0,0
2021-03-25 00:00:00,57,713,703,596,861,1018,1116
2021-03-26 00:00:00,645,837,1018,693,663,934,686
2021-03-27 00:00:00,0,0,0,0,0,0,0
2021-03-28 00:00:00,0,0,0,0,0,0,0
2021-03-29 00:00:00,800,768,403,664,868,1088,566
2021-03-30 00:00:00,568,708,566,977,781,1083,619
2021-03-31 00:00:00,723,1005,707,718,509,902,640
2021-04-01 00:00:00,1100,995,469,916,1008,1008,1050
2021-04-02 00:00:00,0,0,0,0,0,0,0
2021-04-03 00:00:00,0,0,0,0,0,0,0
2021-04-04 00:00:00,0,0,0,0,0,0,0
2021-04-05 00:00:00,0,714,1307,999,0,882,442
2021-04-06 00:00:00,384,621,417,735,641,606,578
2021-04-07 00:00:00,488,594,815,568,58,785,979
2021-04-08 00:00:00,192,386,517,665,862,1053,976
2021-04-09 00:00:00,984,745,902,809,973,559,962
2021-04-10 00:00:00,0,0,0,0,0,0,0
2021-04-11 00:00:00,0,0,0,0,0,0,0
2021-04-12 00:00:00,546,569,687,595,0,0,0
2021-04-13 00:00:00,619,766,1118,934,591,586,1067
2021-04-14 00:00:00,1149,465,1008,1024,970,1038,827
2021-04-15 00:00:00,711,996,518,1231,878,763,654
2021-04-16 00:00:00,1134,589,419,987,764,973,561
2021-04-17 00:00:00,0,0,0,0,0,0,0
2021-04-18 00:00:00,0,0,0,0,0,0,0
2021-04-19 00:00:00,295,0,30,642,0,0,0
2021-04-20 00:00:00,745,882,372,471,0,0,0
2021-04-21 00:00:00,899,886,369,582,0,0,0
2021-04-22 00:00:00,725,735,400,765,0,0,0
2021-04-23 00:00:00,765,894,701,542,0,0,0
2021-04-24 00:00:00,0,0,0,0,0,0,0
2021-04-25 00:00:00,0,0,0,0,0,0,0
2021-04-26 00:00:00,750,602,138,569,743,940,360
2021-04-27 00:00:00,841,756,387,902,840,722,811
2021-04-28 00:00:00,690,892,679,816,589,841,596
2021-04-29 00:00:00,898,1016,1170,956,909,823,353
2021-04-30 00:00:00,838,977,438,578,890,1005,700
2021-05-01 00:00:00,0,0,0,0,0,0,0
2021-05-02 00:00:00,0,0,0,0,750,700,300
2021-05-03 00:00:00,1026,1151,397,751,842,1110,369
2021-05-04 00:00:00,902,1025,885,659,803,1075,464
2021-05-05 00:00:00,740,803,480,437,895,1100,582
2021-05-06 00:00:00,648,1070,739,694,577,1092,496
2021-05-07 00:00:00,512,647,453,934,178,670,418
2021-05-08 00:00:00,27,555,580,852,0,0,0
2021-05-09 00:00:00,0,0,0,0,0,0,0
2021-05-10 00:00:00,793,541,553,612,1068,550,751
2021-05-11 00:00:00,391,639,550,614,823,942,492
2021-05-12 00:00:00,1117,1022,982,666,980,844,598
2021-05-13 00:00:00,598,795,715,831,832,527,495
2021-05-14 00:00:00,940,486,487,882,1013,1048,814
2021-05-15 00:00:00,405,803,1075,360,0,0,0
2021-05-16 00:00:00,0,0,0,0,813,390,689
2021-05-17 00:00:00,918,585,691,381,1071,793,960
2021-05-18 00:00:00,1031,1082,1007,996,560,1028,657
2021-05-19 00:00:00,861,787,895,597,856,854,469
2021-05-20 00:00:00,762,913,1151,887,1060,536,798
2021-05-21 00:00:00,590,595,739,679,0,0,0
2021-05-22 00:00:00,0,0,0,0,0,0,0
2021-05-23 00:00:00,0,0,0,0,0,0,0
2021-05-24 00:00:00,0,0,0,0,0,0,0
2021-05-25 00:00:00,0,0,0,0,0,0,0
2021-05-26 00:00:00,420,932,408,952,1200,932,811
2021-05-27 00:00:00,1210,883,602,814,1180,1134,928
2021-05-28 00:00:00,1220,1112,701,574,665,934,1040
2021-05-29 00:00:00,0,0,0,0,0,0,0
2021-05-30 00:00:00,0,0,0,0,0,0,0
2021-05-31 00:00:00,927,510,494,637,985,560,866
2021-06-01 00:00:00,996,890,716,887,1194,941,674
2021-06-02 00:00:00,1106,798,555,724,773,557,900
2021-06-03 00:00:00,610,365,523,918,582,556,681
2021-06-04 00:00:00,604,616,749,1007,775,603,941
2021-06-05 00:00:00,137,536,0,880,0,0,0
2021-06-06 00:00:00,0,0,0,0,0,0,0
2021-06-07 00:00:00,760,516,959,828,562,537,974
2021-06-08 00:00:00,601,581,1146,962,724,584,1078
2021-06-09 00:00:00,905,605,670,741,1081,617,401
2021-06-10 00:00:00,1280,536,545,659,968,635,447
2021-06-11 00:00:00,840,571,535,1010,652,539,383
2021-06-12 00:00:00,0,0,0,0,0,0,0
2021-06-13 00:00:00,0,0,0,0,0,0,0
2021-06-14 00:00:00,706,457,25,903,378,780,0
2021-06-15 00:00:00,547,788,691,1006,491,878,928
2021-06-16 00:00:00,431,1050,1016,939,852,852,580
2021-06-17 00:00:00,385,320,526,1000,1118,733,491
2021-06-18 00:00:00,974,730,537,492,734,580,492
2021-06-19 00:00:00,568,936,623,594,0,0,0
2021-06-20 00:00:00,0,0,0,0,0,0,0
2021-06-21 00:00:00,0,0,0,0,0,0,0
2021-06-22 00:00:00,553,557,718,369,753,169,715
2021-06-23 00:00:00,1168,191,918,564,952,900,643
2021-06-24 00:00:00,1003,1098,571,997,1203,1114,930
2021-06-25 00:00:00,1220,857,457,985,1300,575,526
2021-06-26 00:00:00,1240,1043,523,817,0,0,0
2021-06-27 00:00:00,0,0,0,0,0,0,0
2021-06-28 00:00:00,1176,921,182,437,1004,968,554
2021-06-29 00:00:00,1042,1078,606,1140,966,1100,672
2021-06-30 00:00:00,1240,945,569,727,1240,928,809
2021-07-01 00:00:00,1049,600,1020,820,1080,820,798
2021-07-02 00:00:00,1064,830,624,997,1001,878,672
2021-07-03 00:00:00,0,0,0,0,0,0,0
2021-07-04 00:00:00,0,0,0,0,0,0,0
2021-07-05 00:00:00,799,750,409,968,925,670,438
2021-07-06 00:00:00,717,523,525,986,847,977,554
2021-07-07 00:00:00,1246,850,1132,1014,998,523,695
2021-07-08 00:00:00,1170,1035,585,904,1150,695,627
2021-07-09 00:00:00,0,0,0,0,0,0,0
2021-07-10 00:00:00,0,0,0,0,0,0,0
2021-07-11 00:00:00,0,0,0,0,0,0,0
2021-07-12 00:00:00,1078,915,578,895,806,713,571
2021-07-13 00:00:00,768,563,561,1310,868,950,512
2021-07-14 00:00:00,792,735,634,1246,541,614,752
2021-07-15 00:00:00,640,764,485,1208,1043,863,654
2021-07-16 00:00:00,1105,1003,593,1172,996,1040,536
2021-07-17 00:00:00,689,860,727,849,0,0,0
2021-07-18 00:00:00,0,0,0,0,0,0,0
2021-07-19 00:00:00,747,656,424,1124,766,620,845
2021-07-20 00:00:00,1011,580,717,1230,855,630,659
2021-07-21 00:00:00,905,630,441,672,0,660,0
2021-07-22 00:00:00,879,610,386,684,883,625,860
2021-07-23 00:00:00,1141,615,591,1190,544,510,516
2021-07-24 00:00:00,0,0,0,0,0,0,0
2021-07-25 00:00:00,0,0,0,0,0,0,0
2021-07-26 00:00:00,558,381,844,749,0,0,0
2021-07-27 00:00:00,880,491,936,777,862,465,689
2021-07-28 00:00:00,701,790,929,771,916,1096,1230
2021-07-29 00:00:00,1048,820,827,1028,1070,650,778
2021-07-30 00:00:00,1040,984,890,617,740,1029,728
2021-07-31 00:00:00,496,440,920,1238,0,0,0
2021-08-01 00:00:00,0,0,0,0,0,0,0
2021-08-02 00:00:00,485,743,442,1135,919,966,544
2021-08-03 00:00:00,999,770,576,669,653,1050,744
2021-08-04 00:00:00,500,603,695,1014,1113,767,694
2021-08-05 00:00:00,816,1099,896,1502,1072,1090,855
2021-08-06 00:00:00,774,762,661,1143,839,976,661
2021-08-07 00:00:00,701,772,527,790,0,0,0
2021-08-08 00:00:00,0,0,0,0,0,0,0
2021-08-09 00:00:00,426,424,701,395,610,602,856
2021-08-10 00:00:00,941,1010,1069,592,940,959,1078
2021-08-11 00:00:00,1070,1033,910,1220,1029,1050,989
2021-08-12 00:00:00,1026,976,747,1086,1110,1150,649
2021-08-13 00:00:00,1191,951,1000,733,1148,1092,1154
2021-08-14 00:00:00,763,339,760,630,0,0,0
2021-08-15 00:00:00,0,0,0,0,0,0,0
2021-08-16 00:00:00,0,0,0,0,0,0,0
2021-08-17 00:00:00,1161,727,489,794,1049,948,733
2021-08-18 00:00:00,1177,760,633,810,853,681,896
2021-08-19 00:00:00,781,865,813,719,833,989,1087
2021-08-20 00:00:00,670,1122,540,964,932,1096,939
2021-08-21 00:00:00,481,860,539,866,0,0,0
2021-08-22 00:00:00,0,0,0,0,0,0,0
2021-08-23 00:00:00,1108,900,390,926,1044,1028,445
2021-08-24 00:00:00,772,954,760,1216,487,186,581
2021-08-25 00:00:00,829,590,757,1020,650,580,499
2021-08-26 00:00:00,539,465,530,381,587,625,808
2021-08-27 00:00:00,599,1172,630,1018,798,1159,772
2021-08-28 00:00:00,0,0,0,0,0,0,0
2021-08-29 00:00:00,0,0,0,0,0,0,0
2021-08-30 00:00:00,884,849,694,747,821,1143,480
2021-08-31 00:00:00,843,595,635,1223,1237,576,600
2021-09-01 00:00:00,1145,1020,600,803,1042,1115,583
2021-09-02 00:00:00,1164,850,609,1056,922,620,567
2021-09-03 00:00:00,1120,1077,391,1003,1140,1086,586
2021-09-04 00:00:00,1100,661,547,1200,0,0,0
2021-09-05 00:00:00,0,0,0,0,0,0,0
2021-09-06 00:00:00,680,882,552,1124,1068,1032,557
2021-09-07 00:00:00,848,1014,624,1294,834,1146,679
2021-09-08 00:00:00,1210,872,876,1290,876,1049,573
2021-09-09 00:00:00,836,939,587,1320,1058,1070,693
2021-09-10 00:00:00,955,1140,577,1054,1315,831,597
2021-09-11 00:00:00,670,1045,490,851,0,0,0
2021-09-12 00:00:00,0,0,0,0,0,0,0
2021-09-13 00:00:00,1116,867,624,673,1093,522,597
2021-09-14 00:00:00,816,519,597,408,834,358,519
2021-09-15 00:00:00,715,451,684,608,394,523,1056
2021-09-16 00:00:00,453,520,670,1255,1070,668,724
2021-09-17 00:00:00,460,580,522,907,1099,1096,999
2021-09-18 00:00:00,0,0,0,0,0,0,0
2021-09-19 00:00:00,0,0,0,0,0,0,0
2021-09-20 00:00:00,766,1004,203,402,1013,802,58
2021-09-21 00:00:00,934,628,326,673,1212,494,573
2021-09-22 00:00:00,1213,617,559,941,1170,1080,588
2021-09-23 00:00:00,1190,1231,667,1014,1028,1146,625
2021-09-24 00:00:00,979,1059,858,1228,1080,850,593
2021-09-25 00:00:00,928,552,515,1169,0,0,0
2021-09-26 00:00:00,0,0,0,0,0,0,0
2021-09-27 00:00:00,692,658,614,968,680,582,522
2021-09-28 00:00:00,1088,717,576,970,1058,187,631
2021-09-29 00:00:00,1162,726,590,368,1169,924,865
2021-09-30 00:00:00,1100,729,1109,899,1098,1043,632
2021-10-01 00:00:00,875,954,625,538,1160,880,830
2021-10-02 00:00:00,655,310,325,1097,0,0,0
2021-10-03 00:00:00,0,0,0,0,0,0,0
2021-10-04 00:00:00,994,960,505,1086,1090,1065,508
2021-10-05 00:00:00,652,992,550,726,896,992,691
2021-10-06 00:00:00,1004,992,925,1131,1148,1000,593
2021-10-07 00:00:00,1176,990,570,1010,793,608,798
2021-10-08 00:00:00,1024,932,510,620,0,0,0
2021-10-09 00:00:00,0,0,0,0,0,0,0
2021-10-10 00:00:00,0,0,0,0,0,0,0
2021-10-11 00:00:00,0,0,0,0,0,0,0
2021-10-12 00:00:00,591,670,530,719,893,519,735
2021-10-13 00:00:00,625,519,742,476,190,587,417
2021-10-14 00:00:00,365,910,668,628,974,1065,1117
2021-10-15 00:00:00,992,700,633,755,1003,250,377
2021-10-16 00:00:00,0,0,0,0,0,0,0
2021-10-17 00:00:00,0,0,0,0,0,0,0
2021-10-18 00:00:00,438,479,297,800,698,1040,915
2021-10-19 00:00:00,994,810,1210,952,996,1050,1162
2021-10-20 00:00:00,627,904,1230,729,577,200,1102
2021-10-21 00:00:00,572,750,1094,731,616,445,1073
2021-10-22 00:00:00,683,966,927,839,1241,875,300
2021-10-23 00:00:00,0,0,0,0,0,0,0
2021-10-24 00:00:00,0,0,0,0,0,0,0
2021-10-25 00:00:00,1080,168,519,561,1218,0,667
2021-10-26 00:00:00,972,420,603,403,472,286,311
2021-10-27 00:00:00,778,576,660,858,1238,1134,1134
2021-10-28 00:00:00,1115,842,1023,859,1018,988,1220
2021-10-29 00:00:00,557,497,868,895,926,818,1108
2021-10-30 00:00:00,0,0,0,0,0,0,0
2021-10-31 00:00:00,0,0,0,0,0,0,0
2021-11-01 00:00:00,1140,980,832,990,992,1113,1138
2021-11-02 00:00:00,308,624,1022,951,653,1148,1266
2021-11-03 00:00:00,555,650,889,933,553,1226,1267
2021-11-04 00:00:00,948,1110,1142,876,920,1280,1205
2021-11-05 00:00:00,1013,1020,900,927,707,991,1167
2021-11-06 00:00:00,0,0,0,0,0,0,0
2021-11-07 00:00:00,0,0,0,0,0,0,0
2021-11-08 00:00:00,757,840,1215,872,824,1140,1085
2021-11-09 00:00:00,666,1012,1028,657,1142,760,577
2021-11-10 00:00:00,731,588,497,965,630,336,570
2021-11-11 00:00:00,904,355,570,1035,1172,0,519
2021-11-12 00:00:00,746,145,336,740,0,0,0
2021-11-13 00:00:00,0,0,0,0,0,0,0
2021-11-14 00:00:00,0,0,0,0,0,0,0
2021-11-15 00:00:00,156,430,453,595,210,300,193
2021-11-16 00:00:00,422,404,355,1030,1200,994,98
2021-11-17 00:00:00,1170,960,425,712,1218,618,589
2021-11-18 00:00:00,653,1000,558,1410,496,1020,596
2021-11-19 00:00:00,373,818,478,980,784,750,596
2021-11-20 00:00:00,0,0,0,0,0,0,0
2021-11-21 00:00:00,0,0,0,0,0,0,0
2021-11-22 00:00:00,0,0,0,0,0,0,0
2021-11-23 00:00:00,721,650,522,1094,976,1056,532
2021-11-24 00:00:00,1146,1033,541,1134,1100,1140,710
2021-11-25 00:00:00,1134,1100,519,923,1136,1213,1064
2021-11-26 00:00:00,1114,852,755,670,850,1080,1008
2021-11-27 00:00:00,0,0,0,0,0,0,0
2021-11-28 00:00:00,0,0,0,0,0,0,0
2021-11-29 00:00:00,890,514,646,622,694,966,349
2021-11-30 00:00:00,1055,944,568,986,1202,910,621
2021-12-01 00:00:00,1162,820,586,1135,746,608,232
2021-12-02 00:00:00,1150,406,341,810,871,249,248
2021-12-03 00:00:00,820,840,537,763,926,1153,404
2021-12-04 00:00:00,0,0,0,0,0,0,0
2021-12-05 00:00:00,0,0,0,0,0,0,0
2021-12-06 00:00:00,760,674,588,683,569,70,130
2021-12-07 00:00:00,560,584,261,176,605,466,371
2021-12-08 00:00:00,0,0,0,0,0,0,0
2021-12-09 00:00:00,533,714,437,418,491,168,175
2021-12-10 00:00:00,1151,672,301,930,0,0,0
2021-12-11 00:00:00,0,0,0,0,0,0,0
2021-12-12 00:00:00,0,0,0,0,0,0,0
2021-12-13 00:00:00,1040,840,532,1125,0,0,0
2021-12-14 00:00:00,1375,1202,615,1346,0,0,0
2021-12-15 00:00:00,1535,1370,961,1760,0,0,0
2021-12-16 00:00:00,905,1153,1136,1281,0,0,0
2021-12-17 00:00:00,0,0,0,0,0,0,0
2021-12-18 00:00:00,0,0,0,0,0,0,0
2021-12-19 00:00:00,0,0,0,0,0,0,0
2021-12-20 00:00:00,918,1012,1158,1083,0,0,0
2021-12-21 00:00:00,1176,1130,945,1320,0,0,0
2021-12-22 00:00:00,1504,1221,1122,1027,0,0,0
2021-12-23 00:00:00,1496,1202,925,1059,0,0,0
2021-12-24 00:00:00,460,415,217,431,0,0,0
2021-12-25 00:00:00,0,0,0,0,0,0,0
2021-12-26 00:00:00,0,0,0,0,0,0,0
2021-12-27 00:00:00,1050,950,723,1097,1078,1094,936
2021-12-28 00:00:00,1110,1165,1005,1004,1240,1232,1141
2021-12-29 00:00:00,1210,1203,756,992,1210,1178,835
2021-12-30 00:00:00,1060,1020,722,934,747,1090,722
2021-12-31 00:00:00,444,470,279,466,0,0,0
2022-01-01 00:00:00,0,0,0,0,0,0,0
2022-01-02 00:00:00,0,0,0,0,0,0,0
2022-01-03 00:00:00,791,980,428,820,0,0,0
2022-01-04 00:00:00,230,880,564,645,1052,1060,1163
2022-01-05 00:00:00,110,634,844,956,146,602,1043
2022-01-06 00:00:00,155,120,340,519,419,0,157
2022-01-07 00:00:00,300,200,350,554,302,700,632
2022-01-08 00:00:00,0,0,0,0,0,0,0
2022-01-09 00:00:00,0,0,0,0,0,0,0
2022-01-10 00:00:00,699,829,1129,924,0,0,0
2022-01-11 00:00:00,1048,1018,610,856,0,0,0
2022-01-12 00:00:00,403,597,306,519,0,0,0
2022-01-13 00:00:00,505,558,508,950,0,0,0
2022-01-14 00:00:00,67,200,488,599,0,0,0
2022-01-15 00:00:00,0,0,0,0,0,0,0
2022-01-16 00:00:00,0,0,0,0,0,0,0
2022-01-17 00:00:00,866,830,738,1147,0,0,0
2022-01-18 00:00:00,1560,1228,756,1657,0,0,0
2022-01-19 00:00:00,1568,1194,754,1627,0,0,0
2022-01-20 00:00:00,1479,1048,575,1146,,,
2022-01-21 00:00:00,1428,790,817,1114,,,
2022-01-22 00:00:00,0,0,0,0,0,0,0
2022-01-23 00:00:00,0,0,0,0,0,0,0
2022-01-24 00:00:00,850,700,415,770,1170,1027,1014
2022-01-25 00:00:00,1210,546,352,863,1250,1176,792
2022-01-26 00:00:00,990,638,718,828,1000,611,1034
2022-01-27 00:00:00,829,409,723,759,729,248,1187
2022-01-28 00:00:00,665,405,234,805,1100,445,923
2022-01-29 00:00:00,0,0,0,0,0,0,0
2022-01-30 00:00:00,0,0,0,0,0,0,0
2022-01-31 00:00:00,45,250,477,428,0,452,580
2022-02-01 00:00:00,230,520,1010,942,350,1032,1252
2022-02-02 00:00:00,240,647,1111,983,1065,210,1224
2022-02-03 00:00:00,990,602,540,557,987,496,590
2022-02-04 00:00:00,289,450,563,684,800,445,738
2022-02-05 00:00:00,0,0,0,0,0,0,0
2022-02-06 00:00:00,0,0,0,0,0,0,0
2022-02-07 00:00:00,487,472,786,408,730,620,882
2022-02-08 00:00:00,603,618,598,556,772,798,999
2022-02-09 00:00:00,480,252,1085,652,500,626,729
2022-02-10 00:00:00,360,626,490,299,564,484,818
2022-02-11 00:00:00,360,140,528,0,527,315,590
2022-02-12 00:00:00,0,0,0,0,0,0,0
2022-02-13 00:00:00,0,0,0,0,0,0,0
2022-02-14 00:00:00,776,100,444,0,615,1069,645
2022-02-15 00:00:00,1038,1180,982,418,1104,1205,980
2022-02-16 00:00:00,1182,1240,977,1108,1179,960,1100
2022-02-17 00:00:00,1081,1124,733,1312,1139,1027,623
2022-02-18 00:00:00,606,684,752,705,533,250,695
2022-02-19 00:00:00,591,96,969,769,0,0,0
2022-02-20 00:00:00,0,0,0,0,0,0,0
2022-02-21 00:00:00,607,760,752,803,580,830,554
2022-02-22 00:00:00,1130,850,629,863,1178,1110,528
2022-02-23 00:00:00,1089,1000,529,1124,1180,945,536
2022-02-24 00:00:00,1007,636,892,714,1221,747,797
2022-02-25 00:00:00,1042,698,583,860,1220,691,745
2022-02-26 00:00:00,1035,800,742,914,0,0,0
2022-02-27 00:00:00,0,0,0,0,0,0,0
2022-02-28 00:00:00,0,0,0,0,0,0,0
2022-03-01 00:00:00,850,400,475,836,1057,0,386
